Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
7.794561933534742693e-01,5.055555555555555358e-01,1.020408163265306006e-01,1.839166046165301716e-01,3.145743145743146174e-01,2.687953555878083711e-01,8.367346938775508391e-01,9.354838709677419928e-01,6.330645161290322509e-01,1.214066832044360111e-01
1.510574018126888962e-01,3.888888888888888951e-02,4.489795918367346372e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.047895500725689322e-01,6.887755102040815647e-01,5.806451612903225090e-01,5.080645161290322509e-01,1.450459652706843627e-01
4.471299093655589640e-01,3.583333333333333370e-01,3.265306122448979331e-01,3.402829486224869804e-01,3.795093795093795186e-01,3.798258345428156546e-01,9.540816326530612290e-01,8.387096774193549820e-01,4.314516129032258118e-01,3.033707865168538964e-01
5.760322255790533141e-01,3.166666666666666519e-01,2.244897959183673186e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.088534107402031881e-01,9.285714285714283811e-01,8.387096774193549820e-01,4.758064516129031918e-01,1.743761856121406606e-01
1.052366565961730949e-01,6.500000000000000222e-01,4.285714285714285476e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.611030478955007006e-01,6.224489795918366486e-01,9.935483870967742881e-01,8.266129032258063836e-01,5.486648183277396257e-02
1.983887210473314067e-01,3.916666666666666630e-01,5.102040816326530726e-01,1.303052866716306879e-01,3.463203463203463617e-01,2.065312046444121863e-01,9.642857142857141906e-01,8.129032258064516903e-01,3.669354838709677491e-01,1.278272289508244342e-01
5.100704934541793190e-01,3.027777777777778123e-01,5.714285714285713969e-01,9.456440804169768954e-02,2.582972582972583031e-01,1.847605224963715376e-01,1.000000000000000000e+00,6.258064516129031585e-01,2.016129032258064391e-01,2.199036918138041474e-01
5.820745216515608167e-01,8.750000000000000000e-01,2.040816326530612082e-02,3.127326880119136315e-02,2.106782106782106867e-01,6.124818577648766249e-01,8.010204081632652517e-01,8.903225806451613433e-01,6.451612903225806273e-01,1.449000437764482729e-01
1.137965760322254827e-01,1.138888888888888867e-01,3.877551020408163129e-01,3.157110945644080457e-01,3.275613275613275532e-01,7.402031930333816123e-02,8.214285714285713969e-01,6.129032258064517347e-01,4.153225806451612545e-01,5.107252298263533635e-02
5.765357502517622912e-01,9.888888888888889284e-01,3.265306122448979331e-01,3.127326880119136315e-02,2.207792207792207972e-01,5.397677793904208654e-01,6.836734693877550839e-01,7.096774193548387455e-01,6.169354838709677491e-01,3.719538888078213756e-01
4.833836858006035353e-02,2.777777777777777971e-02,6.938775510204081565e-01,2.010424422933730360e-01,3.665223665223665273e-01,3.483309143686501991e-02,5.408163265306121792e-01,3.483870967741935498e-01,4.435483870967741882e-01,1.228658981467970202e-01
4.199395770392748695e-01,7.194444444444444420e-01,2.040816326530612013e-01,4.467609828741623407e-02,2.135642135642135675e-01,2.101596516690856231e-01,7.040816326530611180e-01,9.483870967741936386e-01,7.620967741935483764e-01,1.597840361885305704e-01
5.891238670694864954e-01,1.194444444444444503e-01,3.265306122448979331e-01,1.340282948622487091e-01,2.352092352092352290e-01,2.746008708272859034e-01,8.316326530612243584e-01,6.774193548387097419e-01,4.556451612903225645e-01,5.153947176419085840e-01
3.937562940584089510e-01,1.111111111111111154e-02,3.061224489795917880e-01,2.330603127326880131e-01,3.506493506493506551e-01,8.214804063860667305e-02,7.193877551020406713e-01,7.161290322580644574e-01,5.927419354838709964e-01,1.786079089449875701e-01
1.767371601208458376e-01,4.416666666666667074e-01,5.714285714285713969e-01,1.265822784810126667e-01,3.391053391053391319e-01,1.629898403483308889e-01,9.081632653061224580e-01,8.516129032258064058e-01,4.233870967741935609e-01,7.529549102582809572e-02
5.372608257804631915e-01,6.250000000000000000e-01,1.020408163265306006e-01,2.107222635889798856e-01,3.073593073593073877e-01,2.506531204644412147e-01,7.908163265306120682e-01,9.354838709677419928e-01,6.774193548387096309e-01,4.009922661608054661e-01
1.933534743202416362e-01,2.805555555555555580e-01,4.081632653061224164e-02,0.000000000000000000e+00,2.106782106782106867e-01,2.258345428156748602e-01,8.418367346938775420e-01,8.838709677419354094e-01,5.967741935483871218e-01,1.532175689479060021e-01
3.373615307150050757e-01,2.194444444444444420e-01,1.428571428571428492e-01,2.233804914370811703e-02,2.150072150072150079e-01,1.835994194484760478e-01,8.775510204081631294e-01,8.258064516129033361e-01,5.241935483870967527e-01,1.993287611265139314e-01
7.804632426988922234e-01,5.305555555555555580e-01,2.244897959183673186e-01,5.800446760982874705e-01,5.093795093795093765e-01,2.886792452830188593e-01,8.265306122448978776e-01,9.677419354838709964e-01,6.532258064516128782e-01,1.751057930833211651e-01
1.656596173212487866e-01,1.472222222222222265e-01,6.326530612244897211e-01,1.906180193596425931e-01,4.141414141414141437e-01,4.687953555878084100e-02,8.265306122448978776e-01,3.806451612903225534e-01,2.016129032258064391e-01,5.413687436159345806e-02
4.154078549848942981e-01,2.472222222222222321e-01,3.469387755102040782e-01,4.467609828741623407e-02,2.092352092352092463e-01,3.201741654571843010e-01,9.489795918367345262e-01,7.161290322580644574e-01,3.588709677419354982e-01,3.715161243251130507e-01
1.858006042296072025e-01,4.083333333333333259e-01,5.510204081632652517e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.047895500725689322e-01,9.489795918367345262e-01,8.129032258064516903e-01,3.709677419354838745e-01,6.464322194659272158e-02
5.332326283987915971e-01,2.861111111111111494e-01,3.673469387755101678e-01,1.355174981384958954e-01,2.784992784992785242e-01,5.407837445573294710e-01,9.642857142857141906e-01,7.419354838709677491e-01,3.588709677419354982e-01,3.828980008755289433e-01
3.947633434038266831e-01,1.666666666666666852e-01,1.020408163265306006e-01,6.701414743112435457e-02,2.178932178932178887e-01,1.741654571843250995e-02,8.469387755102040227e-01,8.387096774193549820e-01,5.645161290322580072e-01,9.601634320735442929e-02
1.822759315206445851e-01,3.333333333333333703e-01,6.734693877551020114e-01,6.329113924050633333e-02,2.640692640692640647e-01,2.436865021770681927e-01,1.000000000000000000e+00,6.000000000000000888e-01,1.491935483870967805e-01,8.755289654166057561e-03
4.969788519637461377e-01,6.611111111111110938e-01,3.877551020408163129e-01,3.499627699180938301e-01,2.366522366522366694e-01,1.285921625544267088e-01,6.377551020408162019e-01,9.935483870967742881e-01,8.185483870967741327e-01,2.562381438785932830e-01
4.682779456193353340e-01,4.583333333333333703e-01,2.857142857142856984e-01,6.329113924050633333e-02,2.251082251082251184e-01,1.657474600870827153e-01,8.877551020408163129e-01,9.354838709677419928e-01,5.645161290322580072e-01,1.529257259594338225e-01
3.121852970795568893e-02,9.777777777777778567e-01,4.489795918367346372e-01,1.563663440059568088e-01,3.174603174603174427e-01,2.641509433962263911e-02,6.020408163265305035e-01,6.322580645161290924e-01,6.250000000000000000e-01,1.136728440099226550e-01
3.660624370594158794e-01,1.666666666666666852e-01,1.836734693877550839e-01,1.139240506329113889e-01,2.279942279942279992e-01,1.432510885341073958e-01,8.673469387755101678e-01,7.870967741935483986e-01,5.080645161290322509e-01,2.236976506639427875e-01
1.888217522658610648e-01,8.277777777777778345e-01,4.285714285714285476e-01,1.742367833209232941e-01,2.886002886002886347e-01,1.523947750362844578e-01,5.051020408163264808e-01,8.322580645161290480e-01,8.427419354838709964e-01,1.847366117029038135e-01
2.693856998992949503e-01,1.222222222222222321e-01,4.489795918367346372e-01,2.606105733432613758e-01,3.088023088023088003e-01,8.026124818577648479e-02,8.214285714285713969e-01,5.612903225806451513e-01,3.669354838709677491e-01,1.894060995184590479e-01
5.931520644511580898e-01,3.472222222222222099e-01,2.653061224489795533e-01,2.405063291139240556e-01,3.203463203463203790e-01,5.763425253991291131e-01,9.387755102040815647e-01,8.451612903225806939e-01,4.637096774193548154e-01,3.367868086969210140e-01
5.332326283987915971e-01,5.027777777777777679e-01,4.081632653061224025e-01,4.586746090841399837e-01,3.405483405483405446e-01,9.941944847605224678e-02,8.418367346938775420e-01,9.612903225806452845e-01,6.008064516129032473e-01,2.337662337662337608e-01
4.345417925478347598e-01,2.388888888888889006e-01,5.102040816326530726e-01,4.988830975428146242e-02,1.890331890331890530e-01,2.177068214804063831e-02,9.642857142857141906e-01,5.806451612903225090e-01,2.298387096774193450e-01,3.262804611119217713e-01
5.236656596173212552e-01,7.055555555555556024e-01,1.224489795918367319e-01,1.578555472822040229e-01,2.150072150072150079e-01,8.256894049346878983e-01,7.551020408163264808e-01,9.354838709677419928e-01,7.096774193548387455e-01,9.039836567926454736e-01
2.024169184290030010e-01,2.500000000000000139e-02,4.285714285714285476e-01,0.000000000000000000e+00,2.106782106782106867e-01,5.674891146589259444e-02,6.785714285714284921e-01,6.000000000000000888e-01,5.362903225806451291e-01,9.601634320735442929e-02
2.547834843907350599e-01,3.638888888888889284e-01,5.918367346938775420e-01,1.623231571109456373e-01,3.953823953823953907e-01,4.020319303338171224e-02,9.897959183673468164e-01,7.161290322580644574e-01,2.620967741935483764e-01,2.664526484751203461e-01
7.880161127895266571e-01,5.277777777777777901e-01,3.265306122448979331e-01,4.028294862248696928e-01,3.780663780663781059e-01,6.127721335268504488e-01,8.163265306122449161e-01,9.806451612903226422e-01,6.491935483870967527e-01,4.319276229388588351e-01
2.562940584088619911e-01,7.777777777777777901e-01,4.897959183673469274e-01,1.429635145197319379e-01,3.722943722943722888e-01,2.148040638606676100e-01,4.540816326530611180e-01,8.774193548387096975e-01,9.032258064516128782e-01,1.179045673427695784e-01
6.565961732124874217e-01,3.972222222222222543e-01,1.020408163265306006e-01,4.467609828741623407e-02,2.106782106782106867e-01,4.528301886792452380e-01,8.622448979591836871e-01,9.032258064516129892e-01,5.887096774193548709e-01,4.882533197139938275e-01
3.680765357502517876e-01,2.222222222222222376e-01,3.877551020408163129e-01,1.995532390171258497e-01,3.145743145743146174e-01,1.956458635703918481e-01,9.336734693877550839e-01,6.645161290322580960e-01,3.387096774193548154e-01,2.261783160659565084e-01
5.352467270896272833e-01,1.861111111111111160e-01,2.448979591836734637e-01,2.412509307520476487e-01,2.756132756132756434e-01,4.433962264150942967e-01,8.877551020408163129e-01,7.612903225806451069e-01,4.677419354838709409e-01,3.054136874361593201e-01
5.533736153071500130e-01,1.305555555555555636e-01,2.040816326530612013e-01,2.993298585256887745e-01,1.991341991341991358e-01,1.129172714078374301e-01,8.469387755102040227e-01,7.612903225806451069e-01,5.120967741935483764e-01,2.528819495111629956e-01
4.425981873111781706e-01,4.833333333333333370e-01,1.836734693877550839e-01,1.995532390171258497e-01,2.438672438672438714e-01,3.563134978229317573e-01,8.571428571428569843e-01,9.419354838709677047e-01,6.129032258064516236e-01,2.517145775572741662e-01
3.519637462235649661e-01,1.611111111111111216e-01,4.489795918367346372e-01,6.329113924050633333e-02,2.481962481962481926e-01,4.804063860667633773e-02,8.775510204081631294e-01,5.677419354838710852e-01,3.185483870967741882e-01,2.369765066394279585e-01
5.473313192346425105e-01,6.944444444444444753e-02,3.061224489795917880e-01,2.233804914370811703e-02,2.236652236652236780e-01,3.309143686502176718e-01,7.857142857142855874e-01,6.967741935483870996e-01,5.201612903225806273e-01,3.112505472056033562e-01
8.131923464249748434e-01,2.250000000000000056e-01,5.510204081632652517e-01,2.107222635889798856e-01,3.275613275613275532e-01,3.579100145137880662e-01,9.489795918367345262e-01,5.354838709677418596e-01,2.056451612903225645e-01,5.463300744199620640e-01
2.880161127895266571e-01,8.499999999999999778e-01,3.061224489795917880e-01,1.608339538346984510e-01,2.958152958152958090e-01,1.393323657474600796e-01,6.071428571428570953e-01,8.451612903225806939e-01,7.782258064516128782e-01,1.371662045819349030e-01
1.163141993957703679e-01,9.944444444444444642e-01,4.489795918367346372e-01,3.127326880119136315e-02,2.337662337662337886e-01,3.134978229317851584e-02,6.224489795918366486e-01,6.064516129032258007e-01,5.887096774193548709e-01,6.916678826791185231e-02
3.942598187311177060e-01,2.250000000000000056e-01,1.632653061224489666e-01,3.477289650037230229e-01,2.669552669552669455e-01,1.447024673439767650e-01,8.826530612244896101e-01,8.193548387096774022e-01,5.161290322580645018e-01,1.403764774551291283e-01
3.796576032225578157e-01,8.611111111111111049e-02,2.653061224489795533e-01,2.859270290394638758e-01,2.568542568542568905e-01,2.357039187227866206e-01,8.061224489795917325e-01,7.290322580645161032e-01,5.201612903225806273e-01,2.756457026119947251e-01
6.228600201409868475e-01,1.166666666666666685e-01,1.224489795918367319e-01,2.903946388682054902e-01,3.535353535353535359e-01,2.809869375907111388e-01,8.316326530612243584e-01,8.193548387096774022e-01,5.645161290322580072e-01,4.122282212169852134e-01
6.787512588116817458e-01,5.833333333333333703e-01,4.693877551020407823e-01,3.633655994043186732e-01,1.803751803751803828e-01,3.031930333817126066e-01,6.989795918367346372e-01,1.000000000000000000e+00,7.419354838709677491e-01,1.470888661899897865e-01
7.195367573011077766e-01,7.555555555555555358e-01,4.285714285714285476e-01,3.603871928518243006e-01,4.790764790764791003e-01,6.531204644412190452e-02,5.255102040816326259e-01,9.161290322580646350e-01,8.750000000000000000e-01,1.316211878009630742e-01
2.985901309164149531e-01,3.222222222222222432e-01,1.224489795918367319e-01,2.233804914370811703e-02,2.135642135642135675e-01,1.172714078374455654e-01,8.826530612244896101e-01,8.709677419354839856e-01,5.524193548387096309e-01,1.021450459652706727e-01
4.541792547834844207e-01,9.000000000000000222e-01,2.653061224489795533e-01,3.320923306031273170e-01,3.881673881673881610e-01,2.850507982583453948e-01,6.632653061224489388e-01,8.193548387096774022e-01,7.177419354838709964e-01,3.214650518021304193e-01
7.109768378650553888e-01,1.694444444444444531e-01,1.428571428571428492e-01,2.233804914370811703e-02,2.106782106782106867e-01,5.535558780841799420e-01,8.571428571428569843e-01,8.129032258064516903e-01,5.362903225806451291e-01,5.507077192470450910e-01
5.050352467270895485e-01,1.833333333333333481e-01,4.285714285714285476e-01,4.452717795979151405e-01,4.862914862914862746e-01,8.969521044992742609e-02,9.030612244897957552e-01,6.064516129032258007e-01,3.185483870967741882e-01,3.506493506493505996e-01
3.716012084592144049e-01,8.611111111111111605e-01,4.489795918367346372e-01,6.701414743112435457e-02,2.813852813852814050e-01,1.732946298984034683e-01,4.897959183673469274e-01,7.741935483870967527e-01,8.145161290322580072e-01,2.137749890558879040e-01
5.211480362537763700e-01,5.750000000000000666e-01,1.428571428571428492e-01,8.935219657483246813e-02,2.279942279942279992e-01,2.772133526850507623e-01,8.061224489795917325e-01,9.483870967741936386e-01,6.733870967741935054e-01,2.331825477892893461e-01
2.210473313192347078e-01,3.222222222222222432e-01,5.306122448979591066e-01,1.898734177215190000e-01,3.679653679653679399e-01,1.436865021770682149e-01,1.000000000000000000e+00,6.774193548387097419e-01,2.459677419354838745e-01,1.943674303224864897e-01
5.256797583081571634e-01,1.250000000000000000e-01,1.428571428571428492e-01,2.606105733432613758e-01,2.294372294372294396e-01,5.865021770682147251e-01,8.367346938775508391e-01,8.129032258064516903e-01,5.564516129032257563e-01,5.520210126951700103e-01
6.777442094662637917e-01,1.722222222222222210e-01,3.673469387755101678e-01,3.127326880119136315e-02,2.236652236652236780e-01,5.573294629898403185e-01,8.928571428571427937e-01,6.451612903225807383e-01,3.709677419354838745e-01,4.329490733985115747e-01
4.325276938569990737e-01,8.750000000000000000e-01,4.897959183673469274e-01,2.233804914370811703e-02,2.380952380952381098e-01,4.667634252539912820e-01,4.591836734693877098e-01,7.290322580645161032e-01,8.064516129032257563e-01,8.947906026557711501e-01
4.617321248741188544e-01,8.750000000000000000e-01,1.224489795918367319e-01,0.000000000000000000e+00,2.106782106782106867e-01,3.203193033381712129e-01,7.500000000000000000e-01,8.774193548387096975e-01,6.854838709677418818e-01,1.190719392966583939e-01
4.869083585095670408e-01,3.055555555555555802e-02,2.653061224489795533e-01,3.127326880119136315e-02,2.222222222222222376e-01,4.640058055152394556e-01,7.551020408163264808e-01,7.354838709677420372e-01,5.766129032258063836e-01,7.125346563548810019e-01
2.104733131923464118e-01,8.611111111111111605e-01,9.387755102040815647e-01,8.041697691734922548e-02,3.419913419913420127e-01,2.033381712626995408e-01,0.000000000000000000e+00,4.064516129032258451e-01,8.790322580645161255e-01,1.565737633153363451e-01
5.397784491440080767e-01,4.083333333333333259e-01,5.510204081632652517e-01,2.606105733432613758e-01,4.761904761904762196e-01,2.841799709724237566e-01,9.489795918367345262e-01,8.193548387096774022e-01,3.750000000000000000e-01,1.179045673427695784e-01
4.375629405840886221e-01,9.111111111111110938e-01,4.285714285714285476e-01,1.608339538346984510e-01,2.395382395382395502e-01,2.560232220609579001e-01,5.459183673469386600e-01,7.225806451612903913e-01,7.419354838709677491e-01,2.159638114694294175e-01
3.977844914400805454e-01,7.444444444444444642e-01,4.285714285714285476e-01,0.000000000000000000e+00,2.106782106782106867e-01,2.065312046444121863e-01,5.306122448979591066e-01,9.290322580645160588e-01,8.790322580645161255e-01,1.400846344666569210e-01
3.157099697885197287e-01,2.055555555555555747e-01,3.673469387755101678e-01,4.988830975428146242e-02,2.236652236652236780e-01,1.600870827285921505e-01,9.234693877551019003e-01,6.645161290322580960e-01,3.548387096774193727e-01,1.425652998686706419e-01
2.406847935548841466e-01,2.444444444444444642e-01,4.081632653061224025e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.238026124818577545e-01,9.540816326530612290e-01,6.709677419354838079e-01,3.185483870967741882e-01,1.532175689479060021e-01
6.943605236656595903e-01,2.777777777777777901e-01,8.163265306122448328e-02,4.110201042442293562e-01,5.180375180375180744e-01,4.133526850507982520e-01,8.622448979591836871e-01,8.709677419354839856e-01,5.725806451612902581e-01,4.463738508682328354e-01
3.308157099697885961e-01,5.000000000000000000e-01,3.265306122448979331e-01,2.233804914370811703e-02,2.178932178932178887e-01,3.288824383164005716e-01,8.469387755102040227e-01,9.612903225806452845e-01,6.129032258064516236e-01,1.235955056179775247e-01
2.331319234642497129e-01,7.833333333333333259e-01,5.102040816326530726e-01,3.201787043931496601e-01,5.757575757575756903e-01,2.085631349782293142e-01,4.387755102040815647e-01,8.580645161290323397e-01,9.032258064516128782e-01,1.565737633153363451e-01
2.678751258811682412e-01,5.861111111111111382e-01,2.040816326530612082e-02,0.000000000000000000e+00,2.106782106782106867e-01,1.447024673439767650e-01,8.163265306122449161e-01,9.096774193548387011e-01,6.411290322580645018e-01,1.832773967605428045e-01
9.843907351460221555e-01,1.250000000000000000e-01,2.448979591836734637e-01,5.822784810126582222e-01,2.712842712842712944e-01,6.146589259796806370e-01,8.418367346938775420e-01,7.419354838709677491e-01,4.959677419354838745e-01,3.378082591565737536e-01
3.051359516616314327e-01,2.500000000000000000e-01,5.714285714285713969e-01,1.898734177215190000e-01,3.131313131313131493e-01,1.184325108853410691e-01,9.744897959183671521e-01,5.483870967741935054e-01,1.814516129032258118e-01,9.207646286297971328e-02
9.214501510574013565e-02,1.000000000000000000e+00,5.918367346938775420e-01,9.233060312732688235e-02,3.506493506493506551e-01,2.177068214804063831e-02,5.459183673469386600e-01,4.838709677419354982e-01,5.483870967741935054e-01,1.853202976798482352e-02
5.035246727089626173e-01,8.861111111111111827e-01,2.857142857142856984e-01,4.825018615040952974e-01,3.506493506493506551e-01,3.085631349782292920e-01,6.326530612244897211e-01,8.193548387096774022e-01,7.379032258064516236e-01,1.238873486064497181e-01
6.656596173212487866e-01,1.861111111111111160e-01,3.265306122448979331e-01,4.467609828741623407e-02,2.034632034632034847e-01,2.143686502177067910e-01,9.030612244897957552e-01,6.903225806451613877e-01,3.951612903225806273e-01,1.136728440099226550e-01
2.834843907351460857e-01,2.555555555555555913e-01,3.469387755102040782e-01,2.233804914370811703e-02,2.222222222222222376e-01,1.018867924528301799e-01,9.540816326530612290e-01,7.225806451612903913e-01,3.588709677419354982e-01,1.711659127389464352e-01
4.415911379657602165e-01,2.972222222222222210e-01,3.673469387755101678e-01,1.697691734921816797e-01,2.698412698412698263e-01,3.134978229317851861e-01,9.693877551020406713e-01,7.548387096774193949e-01,3.588709677419354982e-01,7.120968918721727603e-02
2.386706948640482384e-01,3.611111111111111466e-02,2.448979591836734637e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.391872278664731399e-01,7.653061224489794423e-01,7.548387096774193949e-01,5.766129032258063836e-01,2.101269516999853815e-01
4.813695871097682932e-01,3.500000000000000333e-01,4.489795918367346372e-01,1.265822784810126667e-01,2.582972582972583031e-01,3.175616835994194420e-01,9.795918367346938549e-01,7.741935483870967527e-01,3.387096774193548154e-01,2.019553480227637421e-01
7.502517623363544885e-01,7.861111111111110938e-01,1.632653061224489666e-01,3.574087862993298725e-01,2.712842712842712944e-01,1.220609579100145059e-01,7.193877551020406713e-01,9.161290322580646350e-01,7.298387096774193727e-01,2.417919159492193104e-01
6.817724068479356081e-01,2.861111111111111494e-01,1.836734693877550839e-01,3.127326880119136315e-02,2.207792207792207972e-01,3.423802612481857688e-01,9.030612244897957552e-01,8.387096774193549820e-01,5.040322580645161255e-01,4.298847220195534669e-01
4.204431017119838465e-01,2.222222222222222376e-01,2.244897959183673186e-01,0.000000000000000000e+00,2.106782106782106867e-01,3.140783744557329449e-01,8.979591836734692745e-01,7.870967741935483986e-01,4.758064516129031918e-01,3.725375747847657903e-01
1.742195367573011744e-01,6.944444444444444753e-02,6.530612244897958663e-01,2.695457930007446046e-01,4.285714285714286031e-01,1.188679245283018743e-01,6.581632653061223470e-01,3.677419354838709076e-01,3.508064516129031918e-01,1.275353859623522546e-01
2.693856998992949503e-01,8.555555555555556246e-01,1.632653061224489666e-01,2.196574832464631422e-01,2.886002886002886347e-01,1.323657474600870854e-01,7.142857142857141906e-01,8.774193548387096975e-01,7.137096774193548709e-01,2.212169852619290666e-01
3.892245720040281576e-01,4.027777777777777901e-01,3.061224489795917880e-01,2.233804914370811703e-02,1.933621933621933742e-01,1.740203193033381668e-01,9.234693877551019003e-01,8.903225806451613433e-01,4.959677419354838745e-01,1.101707281482562362e-01
8.242698892245718945e-01,8.694444444444444642e-01,2.448979591836734637e-01,2.010424422933730360e-01,2.871572871572871666e-01,2.306240928882438146e-01,6.581632653061223470e-01,8.451612903225806939e-01,7.379032258064516236e-01,2.935940464030351582e-01
6.057401812688820719e-01,4.138888888888889173e-01,3.469387755102040782e-01,9.456440804169768954e-02,1.645021645021645107e-01,1.232220609579100096e-01,9.285714285714283811e-01,8.903225806451613433e-01,4.879032258064516236e-01,2.153801254924850306e-01
2.497482376636455115e-01,2.666666666666666630e-01,3.469387755102040782e-01,0.000000000000000000e+00,2.106782106782106867e-01,7.605224963715528919e-02,9.540816326530612290e-01,7.354838709677420372e-01,3.629032258064516236e-01,7.062600321027286132e-02
1.394763343403826461e-01,1.750000000000000167e-01,6.938775510204081565e-01,1.116902457185405817e-01,3.391053391053391319e-01,5.079825834542815027e-02,8.622448979591836871e-01,3.290322580645161921e-01,1.169354838709677352e-01,4.830001459214942200e-02
3.036253776435045015e-01,4.500000000000000111e-01,2.040816326530612082e-02,0.000000000000000000e+00,2.106782106782106867e-01,2.155297532656023085e-01,8.214285714285713969e-01,8.967741935483870552e-01,6.290322580645161255e-01,1.101707281482562362e-01
7.406847935548841466e-01,3.611111111111111466e-02,6.122448979591836593e-02,4.467609828741623268e-01,2.669552669552669455e-01,1.248185776487663184e-01,8.061224489795917325e-01,8.645161290322580516e-01,6.209677419354838745e-01,2.181526338829709588e-01
8.207452165156081669e-02,7.527777777777777679e-01,6.938775510204081565e-01,4.467609828741623407e-02,2.438672438672438714e-01,3.076923076923076747e-02,2.857142857142856984e-01,8.322580645161290480e-01,9.758064516129032473e-01,4.042025390339996915e-02
2.492447129909365344e-01,2.027777777777777790e-01,2.448979591836734637e-01,1.623231571109456373e-01,3.030303030303030387e-01,1.428156748911465768e-01,8.979591836734692745e-01,7.612903225806451069e-01,4.556451612903225645e-01,8.799066102436887971e-02
5.327291037260826201e-01,9.194444444444445086e-01,1.836734693877550839e-01,2.941176470588235392e-01,2.222222222222222376e-01,5.103047895500725240e-01,7.244897959183673741e-01,8.451612903225806939e-01,6.814516129032257563e-01,5.871880928060703164e-01
1.817724068479356081e-01,4.722222222222222654e-01,4.489795918367346372e-01,8.041697691734922548e-02,2.727272727272727071e-01,1.570391872278664724e-01,8.775510204081631294e-01,9.290322580645160588e-01,5.362903225806451291e-01,1.767109295199182639e-01
4.657603222557904488e-01,9.055555555555555580e-01,4.285714285714285476e-01,2.233804914370811703e-02,2.337662337662337886e-01,2.220609579100144837e-01,5.408163265306121792e-01,7.290322580645161032e-01,7.500000000000000000e-01,2.591565737633153010e-01
6.772406847935548146e-01,0.000000000000000000e+00,1.836734693877550839e-01,9.233060312732688235e-02,2.077922077922078059e-01,7.828737300435413271e-01,7.551020408163264808e-01,7.935483870967743325e-01,6.209677419354838745e-01,1.313293448124908669e-01
7.557905337361530140e-01,3.722222222222222321e-01,3.469387755102040782e-01,2.233804914370811703e-02,1.991341991341991358e-01,3.907111756168359373e-01,9.489795918367345262e-01,8.451612903225806939e-01,4.395161290322580627e-01,8.594776010506346986e-02
4.506545820745215813e-01,2.472222222222222321e-01,3.265306122448979331e-01,4.467609828741623407e-02,2.279942279942279992e-01,1.269956458635703722e-01,9.438775510204080454e-01,7.290322580645161032e-01,3.830645161290322509e-01,2.112943236538742109e-01
3.378650553877140528e-01,4.166666666666667129e-02,1.428571428571428492e-01,0.000000000000000000e+00,2.106782106782106867e-01,1.860667634252539671e-01,7.959183673469387710e-01,8.129032258064516903e-01,5.967741935483871218e-01,2.050196994017218499e-01
6.717019133937562891e-01,1.000000000000000056e-01,2.448979591836734637e-01,3.127326880119136315e-02,2.193362193362193568e-01,5.364296081277213357e-01,8.214285714285713969e-01,7.290322580645161032e-01,5.120967741935483764e-01,4.703049759229533944e-01
1.676737160120844727e-01,9.972222222222222321e-01,4.693877551020407823e-01,1.303052866716306879e-01,2.611832611832611839e-01,8.940493468795354670e-02,6.173469387755101678e-01,5.870967741935484430e-01,5.766129032258063836e-01,9.791332263242374934e-02
5.221550855991943241e-01,3.388888888888889062e-01,1.428571428571428492e-01,1.787043931496649363e-01,2.265512265512265588e-01,3.349782293178519277e-01,8.928571428571427937e-01,8.709677419354839856e-01,5.403225806451612545e-01,2.131913030789435171e-01
2.567975830815709681e-01,9.333333333333333481e-01,2.040816326530612013e-01,0.000000000000000000e+00,2.106782106782106867e-01,9.941944847605224678e-02,7.091836734693877098e-01,8.193548387096774022e-01,6.774193548387096309e-01,2.199036918138041474e-01
7.341389728096676670e-01,9.194444444444445086e-01,2.653061224489795533e-01,4.110201042442293562e-01,3.059163059163059195e-01,5.024673439767779470e-01,6.683673469387754196e-01,8.000000000000000444e-01,7.016129032258063836e-01,5.079527214358674492e-01
4.994964753272910229e-01,4.277777777777778123e-01,1.224489795918367319e-01,8.041697691734922548e-02,2.352092352092352290e-01,3.824383164005805136e-01,8.622448979591836871e-01,9.161290322580646350e-01,5.927419354838709964e-01,3.655333430614329249e-01
5.120845921450150051e-01,4.166666666666666852e-01,3.469387755102040782e-01,1.496649292628443872e-01,2.972582972582972771e-01,3.129172714078374273e-01,9.285714285714283811e-01,8.903225806451613433e-01,4.879032258064516236e-01,1.418356923974901374e-01
6.928499496475326591e-01,1.833333333333333481e-01,3.673469387755101678e-01,7.073715562174236193e-02,2.380952380952381098e-01,3.624092888243831134e-01,9.030612244897957552e-01,6.580645161290323841e-01,3.669354838709677491e-01,6.216255654457901458e-02
3.564954682779455375e-01,1.583333333333333259e-01,4.285714285714285476e-01,1.429635145197319379e-01,2.987012987012986898e-01,2.735849056603773533e-01,8.724489795918366486e-01,5.935483870967741549e-01,3.467741935483870663e-01,9.922661608054865467e-02
